Last Name,First Name,Date of Birth,Gender,Address LGA,State of Origin,Geopolitical Zone,School Type,Schools LGA,Secondary School Living Arrangement,Digital methods in school,Weekly Hours Spent Reading,Mentor,Parents Occupation,Financial status,Future Ambition,Digital literacy,Extra Extracurricular Activities,Do you have a library in your school?,Library visit,Academic Stream,Attendance Rate,Study Habits,Behavioral Condition in School,Learning Environment,Private Tutors,Access to online Learning Platform,Supportive Home Environment,Parental Engagement in School Life,Qualified Teachers,Anxiety Before Exam,Do you understand English,Access to Practice Exams,Past Jamb Score,Credit pass in core five subjects
Eze,Waheed,2011-09-24,Female,Apapa,Rivers,South South,Private,Lagos Mainland,Boarding,No,3 hours,No,Business,Low Income,Engineer,Medium,Clubs,Yes,Sometimes,Commerce,7,Occasional,Excellent,Poor,No,Yes,Yes,Disagree,No,Low,Yes,Yes,140,Yes
Obiora,Mathew,2010-11-09,Male,Badagry,Oyo,North West,Private,Ibeju-Lekki,Day,No,3 hours,No,Medical Professional,Middle Income,Developer,High,Drama,No,Sometimes,Commerce,2,Daily,Good,Good,Yes,Yes,Yes,Strongly Disagree,Yes,Low,No,No,180,No
Ebi,Alice,2005-08-10,Male,Agege,Delta,North East,Public,Kosofe,Day,Yes,10 hours,Yes,Medical Professional,Middle Income,Teacher,High,Sports,No,Rarely,Science,1,Rarely,Excellent,Good,No,No,Yes,Neutral,No,Low,No,Yes,262,No
Aloye,Mustapha,2005-11-01,Female,Lagos Mainland,Taraba,South West,Public,Ajeromi-Ifelodun,Boarding,Yes,3 hours,Yes,Farmer,High Income,Artist,Medium,Sports,No,Rarely,Arts,6,Daily,Good,Poor,Yes,Yes,No,Neutral,No,Medium,No,Yes,129,Yes
Ogunleye,Bukola,2005-09-19,Male,Lagos Island,Imo,South East,Private,Ifako-Ijaye,Boarding,No,32 hours,No,Engineer,Low Income,Engineer,Low,Clubs,No,Often,Commerce,4,Daily,Minor Issues,Poor,Yes,No,Yes,Neutral,Yes,Low,Yes,No,213,Yes
Ogunyemi,Sadiq,2005-08-08,Female,Ikeja,Ebonyi,North West,Public,Kosofe,Boarding,Yes,5 hours,No,Farmer,Middle Income,Lawyer,High,Drama,Yes,Rarely,Arts,8,Occasional,Average,Average,No,No,No,Agree,No,Medium,Yes,Yes,323,No
Ogunleye,Bimbo,2005-11-05,Female,Surulere,Kogi,North West,Private,Lagos Mainland,Day,No,10 hours,No,Medical Professional,Middle Income,Developer,Medium,Sports,Yes,Rarely,Commerce,1,Daily,Excellent,Poor,Yes,No,No,Neutral,Yes,Medium,Yes,Yes,250,Yes
Olorunfemi,Blessing,2010-08-18,Female,Ibeju-Lekki,Bauchi,South East,Private,Surulere,Boarding,No,10 hours,No,Engineer,High Income,Developer,Medium,Sports,Yes,Rarely,Commerce,10,Daily,Major Issues,Poor,Yes,Yes,Yes,Agree,Yes,Low,No,Yes,271,Yes
Osanyintipin,Ibrahim,2010-11-22,Female,Ojo,Rivers,South West,Private,Ojo,Day,No,5 hours,No,Civil Servant,High Income,Developer,Low,Sports,No,Sometimes,Arts,3,Daily,Major Issues,Average,Yes,No,No,Disagree,Yes,Low,Yes,No,100,Yes
Bello,Betty,2011-06-24,Male,Lagos Mainland,Ekiti,North West,Public,Mushin,Day,No,10 hours,No,Civil Servant,High Income,Developer,High,None,No,Rarely,Commerce,4,Occasional,Good,Average,Yes,No,Yes,Neutral,Yes,Medium,Yes,Yes,179,Yes
Sunday,Haladu,2007-04-27,Female,Ikorodu,Adamawa,North West,Private,Badagry,Boarding,No,1 hour,No,Engineer,High Income,Lawyer,High,Music,No,Often,Commerce,1,Daily,Major Issues,Average,No,Yes,No,Strongly Agree,Yes,Low,Yes,No,179,Yes
Okafor,Matthew,2011-08-20,Male,Kosofe,Bayelsa,South South,Private,Oshodi-Isolo,Day,No,5 hours,No,Business,Middle Income,Developer,High,None,No,Rarely,Science,1,Daily,Minor Issues,Average,Yes,No,Yes,Strongly Agree,No,Low,Yes,Yes,215,No
Anaba,Mansir,2009-07-31,Male,Amuwo-Odofin,Delta,North West,Public,Ojo,Boarding,Yes,1 hour,No,Engineer,Middle Income,Teacher,Medium,Music,Yes,Rarely,Arts,8,Occasional,Average,Good,No,No,Yes,Agree,Yes,High,No,Yes,109,No
Ogunyemi,Samuel,2009-11-20,Female,Apapa,Kwara,North East,Public,Ifako-Ijaye,Boarding,Yes,3 hours,No,Business,Low Income,Engineer,High,Drama,Yes,Often,Science,2,Daily,Major Issues,Poor,No,No,Yes,Neutral,Yes,Medium,No,Yes,228,Yes
Oladipo,Felicia,2005-03-17,Female,Agege,Niger,North East,Private,Lagos Island,Day,No,1 hour,Yes,Engineer,Low Income,Artist,Low,Sports,Yes,Sometimes,Commerce,7,Occasional,Excellent,Good,No,Yes,Yes,Neutral,No,High,Yes,Yes,192,Yes
Odugu,Ufedo,2008-09-03,Male,Ibeju-Lekki,Katsina,South East,Public,Ifako-Ijaye,Day,Yes,1 hour,Yes,Business,Low Income,Developer,Low,Drama,Yes,Often,Arts,10,Rarely,Major Issues,Average,No,Yes,No,Disagree,Yes,High,No,Yes,206,Yes
Ebi,Musa,2009-01-10,Female,Apapa,Abia,South East,Private,Ajeromi-Ifelodun,Boarding,No,32 hours,No,Civil Servant,Middle Income,Engineer,Low,Sports,Yes,Sometimes,Science,6,Rarely,Major Issues,Poor,No,Yes,No,Strongly Agree,No,High,No,Yes,100,No
Mohammed,Zainab,2005-08-25,Female,Agege,Abuja,South West,Public,Ifako-Ijaye,Boarding,Yes,3 hours,Yes,Teacher,High Income,Lawyer,High,Clubs,Yes,Sometimes,Commerce,1,Daily,Minor Issues,Poor,No,Yes,No,Disagree,No,Medium,Yes,Yes,246,No
Igbo,Samuel,2005-05-17,Female,Shomolu,Ogun,South West,Private,Badagry,Day,No,32 hours,Yes,Teacher,Low Income,Lawyer,Low,Sports,No,Often,Science,1,Rarely,Major Issues,Average,Yes,No,No,Strongly Disagree,No,High,Yes,Yes,290,No
Isong,Oluwaseun,2010-09-09,Male,Mushin,Oyo,South South,Private,Ikeja,Day,No,3 hours,No,Engineer,High Income,Businessperson,Low,Sports,No,Often,Arts,8,Rarely,Major Issues,Good,Yes,Yes,No,Strongly Disagree,Yes,High,Yes,Yes,170,Yes
Ahmad,Sunday,2005-11-16,Male,Alimosho,Oyo,South East,Private,Amuwo-Odofin,Day,Yes,1 hour,Yes,Business,Low Income,Developer,Low,None,Yes,Rarely,Science,5,Rarely,Minor Issues,Average,No,No,No,Strongly Disagree,No,Medium,No,No,302,Yes
Musa,Emmanuel,2010-03-03,Male,Alimosho,Kaduna,South South,Private,Lagos Mainland,Boarding,Yes,10 hours,No,Civil Servant,Middle Income,Businessperson,High,Clubs,Yes,Rarely,Commerce,2,Rarely,Good,Good,Yes,Yes,No,Strongly Disagree,Yes,Low,No,No,112,Yes
Etim,Umar,2009-03-15,Female,Surulere,Anambra,South West,Public,Eti-Osa,Day,No,10 hours,Yes,Teacher,Middle Income,Teacher,Medium,Clubs,Yes,Rarely,Arts,9,Daily,Minor Issues,Average,No,No,No,Neutral,Yes,Medium,No,No,306,Yes
Omesili,Harisu,2007-12-22,Female,Badagry,Ogun,North West,Public,Ikorodu,Boarding,Yes,10 hours,No,Business,High Income,Businessperson,Low,Drama,Yes,Sometimes,Science,10,Rarely,Minor Issues,Average,Yes,Yes,Yes,Strongly Disagree,No,Medium,No,Yes,331,No
Sheriff,Gerald,2005-06-27,Female,Eti-Osa,Ogun,South South,Public,Alimosho,Day,Yes,32 hours,Yes,Civil Servant,Middle Income,Businessperson,Medium,Sports,Yes,Sometimes,Arts,5,Daily,Good,Good,Yes,No,No,Strongly Disagree,No,Medium,No,No,198,No
Yusuf,Mansir,2009-06-15,Female,Badagry,Plateau,North West,Private,Apapa,Boarding,Yes,5 hours,No,Engineer,Low Income,Artist,High,Clubs,Yes,Often,Arts,9,Occasional,Major Issues,Good,Yes,Yes,Yes,Neutral,Yes,Medium,No,Yes,216,No
Etim,Alice,2011-07-20,Male,Ojo,Cross River,South South,Private,Lagos Island,Day,No,32 hours,Yes,Business,Low Income,Scientist,Low,Music,Yes,Often,Science,6,Rarely,Average,Poor,No,Yes,No,Disagree,Yes,Low,No,No,125,Yes
Ejugwu,Mansir,2007-01-12,Male,Ojo,Kano,South South,Public,Amuwo-Odofin,Boarding,No,32 hours,No,Business,Middle Income,Artist,High,Drama,Yes,Sometimes,Arts,5,Rarely,Good,Average,Yes,Yes,No,Disagree,No,Low,No,No,175,Yes
Jayeola,Sunday,2006-12-13,Female,Surulere,Rivers,South West,Private,Ifako-Ijaye,Boarding,No,5 hours,Yes,Engineer,Low Income,Businessperson,Medium,None,Yes,Rarely,Commerce,4,Occasional,Average,Poor,Yes,Yes,Yes,Strongly Disagree,Yes,High,Yes,Yes,269,Yes
Ehanmo,Hassanat,2007-11-05,Male,Apapa,Ebonyi,South South,Public,Surulere,Boarding,No,3 hours,No,Medical Professional,Middle Income,Scientist,High,Drama,Yes,Sometimes,Commerce,3,Rarely,Major Issues,Poor,No,No,Yes,Neutral,Yes,Low,No,Yes,309,No
Danladi,Philip,2008-08-08,Male,Ikorodu,Imo,South West,Private,Eti-Osa,Boarding,Yes,10 hours,No,Medical Professional,Low Income,Scientist,Low,Drama,No,Sometimes,Science,10,Occasional,Minor Issues,Good,No,No,Yes,Strongly Disagree,Yes,Low,No,No,228,Yes
Yusuf,Paul,2006-10-19,Male,Ikorodu,Borno,South South,Private,Ajeromi-Ifelodun,Boarding,Yes,3 hours,Yes,Teacher,Middle Income,Developer,Medium,None,Yes,Often,Science,9,Rarely,Good,Good,No,Yes,Yes,Strongly Disagree,Yes,Low,No,No,217,No
Yekini,Emmanuel,2007-11-06,Male,Epe,Osun,South South,Private,Epe,Boarding,No,5 hours,Yes,Engineer,High Income,Scientist,Low,None,No,Sometimes,Arts,8,Occasional,Excellent,Average,No,Yes,No,Strongly Disagree,No,Low,Yes,Yes,234,Yes
Sanbauna,Hassan,2008-12-23,Female,Ikeja,Nasarawa,South East,Public,Eti-Osa,Boarding,Yes,1 hour,Yes,Civil Servant,High Income,Scientist,Low,Drama,No,Rarely,Arts,7,Occasional,Average,Average,Yes,Yes,No,Agree,Yes,High,Yes,Yes,154,No
Ehanmo,Mansir,2007-08-25,Female,Shomolu,Abuja,South East,Public,Ajeromi-Ifelodun,Boarding,Yes,32 hours,No,Civil Servant,Low Income,Doctor,High,None,No,Rarely,Commerce,10,Occasional,Average,Poor,No,No,No,Strongly Agree,No,High,Yes,No,117,No
Etim,Jerome,2006-11-03,Female,Apapa,Gombe,South West,Public,Oshodi-Isolo,Boarding,Yes,10 hours,Yes,Teacher,Middle Income,Teacher,Low,Drama,Yes,Sometimes,Commerce,9,Daily,Minor Issues,Good,No,No,Yes,Strongly Agree,Yes,Medium,Yes,No,105,Yes
Okeke,Peter,2005-06-29,Male,Eti-Osa,Lagos,South South,Private,Ikorodu,Day,No,3 hours,No,Teacher,High Income,Scientist,High,None,Yes,Sometimes,Commerce,10,Occasional,Minor Issues,Good,Yes,No,No,Neutral,Yes,High,No,No,150,Yes
Okoro,Temitope,2009-11-27,Male,Apapa,Rivers,North West,Public,Ojo,Day,Yes,3 hours,Yes,Business,Middle Income,Developer,High,Music,Yes,Rarely,Commerce,4,Occasional,Excellent,Average,No,Yes,Yes,Strongly Agree,Yes,Medium,No,No,126,Yes
Ehanmo,Adekunle,2006-03-21,Female,Badagry,Ekiti,North East,Private,Eti-Osa,Day,Yes,10 hours,No,Civil Servant,Low Income,Teacher,High,None,No,Sometimes,Science,7,Occasional,Average,Good,No,Yes,Yes,Strongly Disagree,Yes,High,No,Yes,167,No
Odumodu,Zaharudeen,2007-01-07,Female,Mushin,Gombe,South West,Private,Ojo,Boarding,No,32 hours,No,Medical Professional,Middle Income,Doctor,Medium,None,No,Sometimes,Arts,6,Daily,Excellent,Poor,Yes,No,Yes,Neutral,No,Low,Yes,No,307,No
Ahmad,Muhammad,2011-04-13,Male,Ikeja,Niger,South East,Public,Mushin,Boarding,Yes,1 hour,No,Farmer,Middle Income,Lawyer,Medium,Drama,Yes,Sometimes,Commerce,3,Daily,Major Issues,Poor,No,No,Yes,Disagree,No,Low,Yes,Yes,306,Yes
Mohammed,Ngozi,2006-05-29,Female,Ikorodu,Ekiti,South East,Private,Apapa,Day,Yes,3 hours,Yes,Engineer,Middle Income,Scientist,High,Music,Yes,Often,Arts,10,Daily,Excellent,Poor,No,Yes,No,Disagree,Yes,Low,No,Yes,190,No
Okeke,Khadijah,2009-02-09,Female,Lagos Island,Abia,South West,Public,Amuwo-Odofin,Day,Yes,10 hours,Yes,Medical Professional,High Income,Doctor,Medium,None,Yes,Often,Arts,5,Daily,Average,Good,Yes,Yes,Yes,Neutral,No,Medium,No,No,295,No
Afolayan,Oluwaseun,2006-08-21,Female,Surulere,Kano,South East,Private,Lagos Mainland,Day,Yes,3 hours,Yes,Teacher,Middle Income,Developer,High,Drama,Yes,Sometimes,Science,5,Rarely,Average,Poor,Yes,No,No,Disagree,No,Medium,Yes,Yes,333,Yes
Igbe,Tunde,2007-04-23,Female,Ibeju-Lekki,Anambra,North West,Private,Kosofe,Boarding,Yes,32 hours,Yes,Teacher,Middle Income,Scientist,Medium,Sports,Yes,Rarely,Arts,8,Daily,Average,Average,Yes,Yes,No,Agree,No,High,Yes,No,199,No
Ibiam,Blessing,2007-02-21,Female,Apapa,Kebbi,South East,Public,Agege,Boarding,Yes,32 hours,Yes,Medical Professional,Middle Income,Developer,Low,None,No,Sometimes,Commerce,2,Daily,Average,Good,No,No,No,Neutral,No,High,Yes,Yes,169,Yes
Jayeola,Femi,2009-09-18,Female,Eti-Osa,Nasarawa,North East,Public,Amuwo-Odofin,Day,No,1 hour,No,Farmer,High Income,Lawyer,Low,Drama,Yes,Rarely,Commerce,7,Daily,Good,Poor,No,No,Yes,Neutral,Yes,Medium,No,Yes,180,No
Danladi,Amomot,2009-08-14,Male,Ojo,Lagos,North East,Private,Ifako-Ijaye,Day,No,10 hours,Yes,Farmer,Middle Income,Artist,High,Sports,No,Sometimes,Commerce,2,Rarely,Average,Average,No,Yes,No,Strongly Disagree,Yes,High,Yes,No,221,No
Ochoja,Kitoye,2005-12-03,Female,Oshodi-Isolo,Kaduna,South South,Private,Surulere,Boarding,No,10 hours,Yes,Engineer,High Income,Engineer,Medium,Clubs,Yes,Rarely,Commerce,10,Rarely,Average,Average,Yes,No,No,Neutral,No,High,No,No,132,Yes
Ogunleye,Amadi,2006-01-09,Female,Alimosho,Osun,North West,Private,Ajeromi-Ifelodun,Day,Yes,5 hours,Yes,Civil Servant,Middle Income,Lawyer,Medium,Sports,No,Rarely,Arts,9,Daily,Minor Issues,Poor,Yes,Yes,No,Agree,No,High,No,No,295,Yes
Ishaya,Emeke,2011-09-04,Male,Oshodi-Isolo,Imo,South East,Public,Badagry,Boarding,Yes,10 hours,No,Teacher,High Income,Lawyer,Low,Clubs,No,Sometimes,Science,3,Rarely,Major Issues,Poor,Yes,No,No,Agree,Yes,Low,Yes,No,139,Yes
Mohammed,Bukola,2010-06-24,Female,Apapa,Akwa Ibom,South East,Public,Apapa,Day,Yes,10 hours,No,Teacher,Low Income,Lawyer,Medium,None,Yes,Rarely,Arts,8,Daily,Average,Average,No,No,Yes,Disagree,No,Medium,Yes,No,217,Yes
Kolapo,Sunday,2005-02-04,Female,Ojo,Kano,South West,Public,Ifako-Ijaye,Day,No,3 hours,Yes,Civil Servant,Low Income,Businessperson,Medium,Music,No,Rarely,Commerce,4,Rarely,Major Issues,Poor,No,Yes,Yes,Strongly Agree,No,Medium,Yes,No,183,No
Alabi,Abiodun,2009-08-25,Male,Ifako-Ijaye,Benue,South South,Public,Ikeja,Boarding,Yes,1 hour,No,Farmer,Low Income,Doctor,Medium,Music,No,Sometimes,Science,5,Occasional,Minor Issues,Good,Yes,No,No,Disagree,Yes,Medium,Yes,No,269,Yes
Odoh,Nneka,2006-09-10,Female,Ajeromi-Ifelodun,Edo,North East,Public,Surulere,Boarding,No,5 hours,Yes,Business,High Income,Teacher,Low,Clubs,Yes,Rarely,Commerce,9,Occasional,Average,Poor,No,No,Yes,Agree,Yes,Medium,Yes,Yes,220,No
Arinze,Kitoye,2008-04-22,Female,Epe,Delta,South West,Public,Surulere,Day,Yes,10 hours,Yes,Medical Professional,Middle Income,Engineer,High,None,Yes,Rarely,Arts,2,Daily,Minor Issues,Good,No,Yes,Yes,Disagree,Yes,High,No,Yes,253,No
Ibrahim,Emmanuel,2008-08-19,Male,Epe,Oyo,South West,Public,Ibeju-Lekki,Day,No,3 hours,Yes,Engineer,Low Income,Lawyer,Medium,Drama,Yes,Sometimes,Commerce,4,Occasional,Minor Issues,Good,No,No,No,Disagree,No,Low,Yes,Yes,168,No
Ayeni,Bukola,2006-09-25,Male,Alimosho,Delta,South East,Private,Ifako-Ijaye,Day,Yes,5 hours,Yes,Farmer,Low Income,Engineer,Medium,Drama,Yes,Sometimes,Commerce,2,Rarely,Major Issues,Average,Yes,No,No,Agree,No,Medium,Yes,Yes,302,No
Uwa,Aisha,2009-08-20,Female,Eti-Osa,Benue,North East,Private,Kosofe,Boarding,No,1 hour,Yes,Farmer,Middle Income,Scientist,Low,Drama,Yes,Sometimes,Arts,1,Rarely,Excellent,Average,No,No,Yes,Neutral,No,High,No,No,113,No
Ahmad,Umar,2009-07-01,Male,Kosofe,Ekiti,South West,Private,Apapa,Boarding,Yes,1 hour,Yes,Business,High Income,Lawyer,Medium,Music,Yes,Rarely,Commerce,5,Rarely,Excellent,Average,Yes,Yes,Yes,Disagree,Yes,Medium,Yes,Yes,216,No
Okoro,Emmanuel,2007-12-25,Female,Ifako-Ijaye,Delta,South East,Private,Lagos Mainland,Boarding,Yes,1 hour,Yes,Medical Professional,Middle Income,Teacher,High,Music,Yes,Rarely,Arts,6,Rarely,Excellent,Average,No,Yes,Yes,Neutral,No,Low,No,No,285,No
Sani,Samuel,2006-07-19,Male,Agege,Abia,South South,Public,Mushin,Boarding,No,5 hours,Yes,Business,High Income,Doctor,High,Clubs,No,Sometimes,Arts,1,Daily,Minor Issues,Good,Yes,No,No,Strongly Agree,No,Medium,Yes,No,168,No
Okorie,Igbalumun,2010-07-23,Male,Ikeja,Adamawa,North West,Public,Lagos Island,Boarding,No,32 hours,Yes,Teacher,Middle Income,Scientist,High,Music,Yes,Often,Commerce,3,Rarely,Major Issues,Average,Yes,No,Yes,Neutral,Yes,Low,Yes,No,106,No
Sanbauna,Harisu,2005-06-20,Male,Agege,Ekiti,North East,Private,Mushin,Boarding,Yes,5 hours,Yes,Farmer,Middle Income,Doctor,High,Drama,Yes,Rarely,Science,6,Rarely,Minor Issues,Good,No,Yes,Yes,Disagree,No,Medium,Yes,Yes,156,Yes
Yahaya,Gerald,2009-04-07,Male,Kosofe,Kogi,South South,Private,Epe,Day,Yes,1 hour,No,Engineer,High Income,Artist,Medium,Sports,Yes,Often,Commerce,9,Rarely,Minor Issues,Good,Yes,Yes,No,Strongly Agree,No,High,No,Yes,154,Yes
Hassan,Ugonma,2011-07-03,Male,Amuwo-Odofin,Plateau,South East,Private,Surulere,Day,Yes,3 hours,Yes,Civil Servant,Low Income,Artist,Low,Clubs,Yes,Sometimes,Arts,10,Rarely,Minor Issues,Poor,Yes,No,Yes,Disagree,No,Medium,No,No,319,No
Nnamdi,Roseline,2009-06-05,Male,Lagos Mainland,Akwa Ibom,North West,Private,Ifako-Ijaye,Day,No,5 hours,No,Business,High Income,Engineer,Low,Sports,No,Rarely,Commerce,7,Daily,Good,Good,No,No,No,Strongly Agree,Yes,Low,No,Yes,339,No
Jayeola,Daniel,2006-10-29,Female,Badagry,Bayelsa,South West,Private,Oshodi-Isolo,Boarding,Yes,3 hours,No,Teacher,High Income,Lawyer,Low,Drama,Yes,Often,Arts,4,Daily,Major Issues,Poor,No,No,Yes,Strongly Agree,Yes,Low,Yes,No,215,Yes
Ekanem,Ternenge,2011-05-15,Female,Badagry,Kwara,South South,Public,Ojo,Day,Yes,32 hours,Yes,Engineer,Middle Income,Businessperson,Low,Sports,No,Often,Science,3,Rarely,Major Issues,Good,No,Yes,No,Strongly Agree,Yes,High,No,No,167,No
Lawal,Mathew,2008-10-23,Female,Shomolu,Osun,South West,Public,Amuwo-Odofin,Boarding,Yes,1 hour,Yes,Civil Servant,Middle Income,Teacher,Medium,Drama,No,Rarely,Arts,2,Occasional,Average,Poor,No,No,No,Neutral,Yes,High,No,No,166,Yes
Okorie,Franklin,2005-03-16,Male,Kosofe,Osun,South West,Private,Shomolu,Boarding,Yes,1 hour,No,Farmer,High Income,Businessperson,Low,None,Yes,Sometimes,Arts,8,Occasional,Good,Good,No,No,No,Neutral,Yes,Low,Yes,Yes,258,No
Oyedepo,Roseline,2007-12-11,Female,Lagos Mainland,Abuja,North West,Public,Ibeju-Lekki,Day,Yes,3 hours,No,Teacher,Middle Income,Developer,High,Sports,Yes,Sometimes,Commerce,5,Daily,Major Issues,Average,No,No,No,Strongly Agree,No,High,Yes,No,260,No
Omora,Saidu,2005-06-12,Male,Ikeja,Benue,North West,Private,Ibeju-Lekki,Day,No,32 hours,No,Engineer,High Income,Lawyer,Low,Music,Yes,Often,Arts,4,Occasional,Average,Good,No,No,No,Agree,Yes,Low,Yes,No,248,No
Kolapo,Omotola,2007-11-05,Female,Shomolu,Zamfara,South West,Public,Shomolu,Boarding,No,1 hour,Yes,Engineer,Middle Income,Artist,Low,Drama,No,Often,Science,6,Daily,Excellent,Poor,No,Yes,Yes,Strongly Agree,No,Low,No,Yes,257,Yes
Oyeniran,Lateef,2008-01-08,Female,Ifako-Ijaye,Lagos,South West,Private,Surulere,Day,No,5 hours,Yes,Medical Professional,Low Income,Artist,High,Sports,No,Often,Science,8,Rarely,Major Issues,Poor,Yes,Yes,No,Disagree,No,Low,No,No,335,No
Yakubu,Naomi,2004-10-15,Male,Agege,Osun,North West,Public,Lagos Mainland,Day,No,3 hours,No,Business,High Income,Scientist,High,Sports,No,Often,Arts,5,Occasional,Minor Issues,Average,Yes,Yes,Yes,Strongly Disagree,No,Low,Yes,No,234,No
Ladan,Rashidat,2010-08-04,Male,Lagos Island,Jigawa,South East,Public,Amuwo-Odofin,Boarding,No,32 hours,No,Civil Servant,High Income,Developer,High,Clubs,Yes,Often,Science,9,Daily,Minor Issues,Good,No,Yes,Yes,Disagree,Yes,Low,Yes,No,215,No
Sheriff,Godwin,2007-08-13,Male,Ojo,Edo,North East,Private,Epe,Day,No,3 hours,Yes,Engineer,Low Income,Businessperson,Medium,Sports,No,Often,Science,4,Occasional,Good,Good,Yes,No,Yes,Agree,Yes,Low,Yes,No,100,Yes
Onyeka,Zayyanu,2008-01-07,Female,Shomolu,Anambra,South West,Public,Surulere,Day,No,1 hour,No,Engineer,Low Income,Teacher,High,Drama,No,Sometimes,Commerce,6,Rarely,Minor Issues,Poor,No,Yes,No,Neutral,No,Low,No,Yes,254,No
Jayeola,Emeke,2011-04-26,Female,Badagry,Enugu,North West,Private,Amuwo-Odofin,Boarding,No,3 hours,Yes,Business,High Income,Scientist,High,Music,No,Sometimes,Arts,3,Daily,Good,Good,Yes,No,Yes,Strongly Agree,No,High,Yes,Yes,158,Yes
Ibiam,Nwanyinnaya,2009-04-18,Female,Apapa,Nasarawa,South South,Public,Badagry,Boarding,No,5 hours,Yes,Medical Professional,Middle Income,Engineer,Low,Drama,Yes,Rarely,Science,7,Occasional,Major Issues,Average,Yes,No,Yes,Strongly Disagree,No,Medium,Yes,Yes,163,No
Kelechi,Yemi,2010-08-13,Female,Shomolu,Kaduna,South South,Public,Shomolu,Boarding,No,1 hour,Yes,Engineer,Middle Income,Engineer,High,Drama,Yes,Often,Arts,9,Daily,Good,Good,No,No,No,Disagree,No,Low,No,Yes,255,Yes
Jabbi,Sunday,2009-05-14,Male,Ibeju-Lekki,Edo,South East,Private,Ikeja,Boarding,Yes,32 hours,Yes,Business,Middle Income,Scientist,Medium,Drama,Yes,Rarely,Science,1,Rarely,Major Issues,Average,Yes,No,Yes,Strongly Agree,Yes,High,No,Yes,127,No
Olayinka,Gerald,2007-02-02,Female,Apapa,Anambra,South East,Private,Ajeromi-Ifelodun,Boarding,No,32 hours,Yes,Business,High Income,Doctor,Medium,Drama,No,Rarely,Science,7,Rarely,Average,Average,Yes,No,No,Strongly Agree,No,Low,Yes,Yes,281,Yes
Onyeka,Christiana,2006-01-12,Female,Amuwo-Odofin,Osun,South South,Private,Ifako-Ijaye,Boarding,No,1 hour,Yes,Civil Servant,Low Income,Doctor,Medium,Music,No,Often,Arts,5,Occasional,Major Issues,Good,No,Yes,Yes,Strongly Agree,Yes,High,Yes,Yes,158,No
Onyeka,Abba,2011-08-15,Female,Ajeromi-Ifelodun,Rivers,South East,Private,Ifako-Ijaye,Boarding,No,32 hours,Yes,Civil Servant,Low Income,Doctor,Low,Sports,No,Often,Commerce,9,Daily,Average,Good,Yes,Yes,Yes,Disagree,No,High,No,Yes,200,Yes
Udofia,Abba,2006-01-06,Female,Badagry,Enugu,South West,Private,Shomolu,Day,Yes,10 hours,No,Teacher,Low Income,Businessperson,High,Drama,Yes,Often,Science,7,Daily,Minor Issues,Average,No,No,Yes,Disagree,Yes,High,Yes,Yes,291,No
Elkanah,Umar,2011-03-16,Female,Lagos Mainland,Delta,North West,Private,Amuwo-Odofin,Day,No,1 hour,No,Farmer,High Income,Teacher,High,Sports,Yes,Often,Commerce,1,Rarely,Good,Good,No,No,Yes,Strongly Disagree,Yes,Low,Yes,No,257,No
Chukwu,Sodiq,2009-07-04,Male,Alimosho,Adamawa,North East,Private,Amuwo-Odofin,Boarding,No,1 hour,No,Business,Middle Income,Developer,Low,Drama,Yes,Rarely,Arts,7,Daily,Average,Poor,No,No,No,Strongly Disagree,Yes,High,Yes,Yes,173,No
Akinola,Rashidat,2006-09-26,Male,Amuwo-Odofin,Plateau,North West,Public,Oshodi-Isolo,Boarding,Yes,5 hours,No,Teacher,Low Income,Developer,High,Clubs,No,Often,Arts,8,Rarely,Major Issues,Good,No,Yes,Yes,Strongly Agree,Yes,Medium,Yes,Yes,122,No
Okon,Isiyaka,2009-08-12,Female,Ibeju-Lekki,Kaduna,North West,Public,Ikeja,Boarding,Yes,1 hour,Yes,Farmer,High Income,Teacher,Medium,Sports,Yes,Sometimes,Commerce,4,Daily,Excellent,Good,Yes,Yes,Yes,Neutral,Yes,High,Yes,No,147,No
Danladi,Gerald,2009-09-06,Female,Kosofe,Abuja,South East,Private,Agege,Day,No,5 hours,No,Civil Servant,Low Income,Teacher,Low,Sports,No,Sometimes,Commerce,10,Occasional,Average,Good,No,Yes,No,Strongly Agree,No,Medium,Yes,No,308,Yes
Asemota,Joseph,2009-05-12,Male,Lagos Mainland,Anambra,North East,Public,Ifako-Ijaye,Boarding,No,1 hour,No,Teacher,Middle Income,Engineer,High,Clubs,No,Often,Science,9,Occasional,Major Issues,Poor,Yes,No,No,Disagree,Yes,Medium,No,No,261,No
Jayeola,Oluwaseun,2008-03-28,Female,Kosofe,Ebonyi,South West,Public,Alimosho,Day,Yes,5 hours,No,Engineer,Middle Income,Lawyer,Low,Music,No,Often,Science,4,Rarely,Average,Good,Yes,Yes,No,Agree,Yes,Medium,No,Yes,203,No
Ajayi,Victor,2004-12-28,Female,Shomolu,Sokoto,South South,Private,Apapa,Boarding,Yes,5 hours,No,Teacher,High Income,Doctor,Medium,Music,Yes,Often,Commerce,5,Occasional,Average,Poor,Yes,No,No,Strongly Disagree,No,High,No,Yes,176,No
