Parent ID,LASRRA ID,Student ID,First Name,Last Name,Gender,State of Origin,Title,Age,Date of Birth,Email,Phone Number,Home Address,Occupation,Financial Status,Education Level,Engagement in School Activities,LGA of residence
PAR240,6517967054970408528,STU111,Zahra,Ajayi,Male,Imo,Dr.,39,1985-08-21,zahra.ajayi@gmail.com,+2347098605814,"98, Road in Ikorodu, Lagos State",Farmer,Low Income,Primary,High,Surulere
PAR240,6517967054970408528,STU466,Zahra,Ajayi,Male,Borno,Mrs.,39,1985-08-18,zahra.ajayi@gmail.com,+2347049124904,"98, Road in Ikorodu, Lagos State",Medical Professional,High Income,Tertiary,Medium,Surulere
PAR240,6517967054970408528,STU471,Zahra,Ajayi,Male,Jigawa,Dr.,39,1985-05-19,zahra.ajayi@gmail.com,+2347050876026,"98, Road in Ikorodu, Lagos State",Medical Professional,High Income,Secondary,High,Surulere
PAR240,6517967054970408528,STU530,Zahra,Ajayi,Male,Lagos,Prof.,39,1985-03-28,zahra.ajayi@gmail.com,+2347049484797,"98, Road in Ikorodu, Lagos State",Farmer,Middle Income,Tertiary,High,Surulere
PAR241,8943609269316038743,STU282,Ugonma,Osanyintipin,Female,Kogi,Mrs.,47,1977-07-23,ugonma.osanyintipin@gmail.com,+2347089210454,"93, Street in Surulere, Lagos State",Medical Professional,High Income,Secondary,Low,Lagos Mainland
PAR242,2948124458305513406,STU062,Ebisu,Oyeniran,Male,Rivers,Mrs.,42,1982-04-18,ebisu.oyeniran@gmail.com,+2347061619474,"1, Avenue in Lagos Island, Lagos State",Engineer,Middle Income,Primary,Medium,Ojo
PAR242,2948124458305513406,STU571,Ebisu,Oyeniran,Male,Bauchi,Mr.,42,1982-02-21,ebisu.oyeniran@gmail.com,+2347012108265,"1, Avenue in Lagos Island, Lagos State",Teacher,High Income,Secondary,Low,Ojo
PAR242,2948124458305513406,STU447,Ebisu,Oyeniran,Female,Bauchi,Mr.,42,1982-03-21,ebisu.oyeniran@gmail.com,+2347065815175,"1, Avenue in Lagos Island, Lagos State",Medical Professional,High Income,Tertiary,Medium,Ojo
PAR242,2948124458305513406,STU251,Ebisu,Oyeniran,Male,Edo,Chief,42,1982-07-18,ebisu.oyeniran@gmail.com,+2347070404120,"1, Avenue in Lagos Island, Lagos State",Medical Professional,Middle Income,Primary,High,Ojo
PAR243,8810387275317458673,STU518,Emmanuel,Eze,Male,Lagos,Dr.,30,1994-07-18,emmanuel.eze@gmail.com,+2347087356703,"16, Road in Ojo, Lagos State",Engineer,Low Income,Primary,Low,Ibeju-Lekki
PAR243,8810387275317458673,STU097,Emmanuel,Eze,Female,Enugu,Mr.,30,1994-10-16,emmanuel.eze@gmail.com,+2347020745888,"16, Road in Ojo, Lagos State",Teacher,High Income,Tertiary,Low,Ibeju-Lekki
PAR243,8810387275317458673,STU157,Emmanuel,Eze,Female,Edo,Chief,30,1994-02-17,emmanuel.eze@gmail.com,+2347091882291,"16, Road in Ojo, Lagos State",Farmer,Low Income,Secondary,Low,Ibeju-Lekki
